,Unnamed: 0,MAF_NAME,BLKID,FULLNAME,TLIDs
1532,1532,Baseline Rd,080130127101010,Baseline Rd,"[188213617, 220749978, 188213626, 188213618, 188213714, 188213713]"
1533,1533,Flagstaff Rd,080130125104014,Flagstaff Rd,"[188182417, 220748623, 220748621, 188209295, 220748154, 220748622, 220748156]"
1534,1534,Flagstaff Rd,080130137023015,Flagstaff Rd,"[188182417, 220748623, 220748154, 220748156, 642890785, 188207555, 188207557, 188207556]"
1535,1535,Hollyberry Ln,080130125052030,Hollyberry Ln,"[639814730, 188209321, 188160378, 188209322, 639814730, 188209321, 188160378, 188209322]"
1536,1536,Ash Ave,080130125072018,Ash Ave,[188177928]
1537,1537,Ash Ave,080130125072017,Ash Ave,[188177928]
1538,1538,Rockmont Cir,080130125102008,Rockmont Cir,"[188209457, 220754772, 188209457, 220754772]"
1539,1539,Harvard Ln,080130125052059,Harvard Ln,"[642890059, 188162747, 220748638, 188162891, 188162752]"
1540,1540,Canyon Blvd,080130122024020,Canyon Blvd,"[188162192, 188232542]"
1541,1541,Canyon Blvd,080130122024021,Canyon Blvd,"[188232542, 188234011]"
1542,1542,28th St,080130126052010,28th St,"[637914412, 637914411]"
1543,1543,Walnut St,080130122024011,Walnut St,[220755706]
1544,1544,Walnut St,080130122024017,Walnut St,[220755706]
1545,1545,28th St,080130122024011,28th St,"[647463700, 220761353, 637908381, 637908382, 220750790]"
1546,1546,28th St,080130122034026,28th St,"[637908381, 637908382]"
1547,1547,Commerce St,080130126031016,Commerce St,[188163095]
1548,1548,Commerce St,080130126031023,Commerce St,[188163095]
1549,1549,Eisenhower Dr,080130126031016,Eisenhower Dr,"[188163116, 188163107, 188216341, 188163115]"
1550,1550,Patton Dr,080130126031004,Patton Dr,[220751058]
1551,1551,Arapahoe Ave,080130126051001,Arapahoe Ave,"[637046910, 647468712, 188216317, 220750870, 220755784, 188232682, 637046938, 637046939]"
1552,1552,Denver Boulder Tpke,080130606001001,Denver Boulder Tpke,"[642890285, 220748245, 646914196, 647469476, 220754635]"
1553,1553,Denver Boulder Tpke,080130127103108,Denver Boulder Tpke,"[642890285, 188174840]"
1554,1554,S 76th St,080130606001036,S 76th St,"[220748275, 634954078, 188208138, 637715375, 220748281, 634954070]"
1555,1555,S 76th St,080130606001032,S 76th St,"[220748275, 634954078, 188208138, 637715375, 220748281, 634954070]"
1556,1556,Century Cir,080130127103098,Century Cir,[220747565]
1557,1557,Century Cir,080130127103097,Century Cir,[220747565]
1558,1558,Maple St,080130606001039,Maple St,[188208215]
1559,1559,Maple St,080130606001057,Maple St,[188208215]
1560,1560,McCaslin Blvd,080130606001041,McCaslin Blvd,"[188208657, 220754677]"
1561,1561,McCaslin Blvd,080130606001040,McCaslin Blvd,[220754677]
1562,1562,Sanitas Valley Trl,080130121012014,Sanitas Valley Trl,[220755901]
1563,1563,Keller Farm Dr,080130121031000,Keller Farm Dr,"[220755922, 188171787, 220755922, 188171787]"
1564,1564,Kings Ridge Blvd,080130122032024,Kings Ridge Blvd,"[188234280, 188234279, 188218991, 188205518]"
1565,1565,Kings Ridge Blvd,080130122032043,Kings Ridge Blvd,"[188234279, 220756177, 608823972, 608823971]"
1566,1566,Curie Ct,080130122032046,Curie Ct,[188234320]
1567,1567,Curie Ct,080130122032047,Curie Ct,[188234320]
1568,1568,Kings Ridge Blvd,080130122032044,Kings Ridge Blvd,"[220751734, 220756176]"
1569,1569,Kings Ridge Blvd,080130122032015,Kings Ridge Blvd,"[220751734, 188184402]"
1570,1570,Diagonal Hwy,080130127013046,Diagonal Hwy,"[220760478, 188234389]"
1571,1571,Mustique Ct,080130127013031,Mustique Ct,"[188218779, 188218780, 188218779, 188218780]"
1572,1572,35th St,080130125113004,35th St,[220755471]
1573,1573,35th St,080130125113001,35th St,[220755471]
1574,1574,Hanover Ave,080130125083000,Hanover Ave,[188164073]
1575,1575,Hanover Ave,080130125081004,Hanover Ave,"[188164073, 188163938, 188163936, 188163939, 188163940, 188163925]"
1576,1576,S 43rd St,080130125083003,S 43rd St,"[188209631, 188209632]"
1577,1577,Moorhead Ave,080130125071018,Moorhead Ave,"[188163405, 188163409, 635876857, 188209854, 188162964, 188163411, 188163407, 188162972]"
1578,1578,Moorhead Ave,080130125071021,Moorhead Ave,"[188163405, 188163409, 635876857, 188209854, 188162964]"
1579,1579,S Broadway St,080130125091009,S Broadway St,"[188229082, 188229099]"
1580,1580,S Broadway St,080130125091010,S Broadway St,"[188229082, 188229099]"
1581,1581,Table Mesa Dr,080130125111014,Table Mesa Dr,"[188209767, 220748752, 188164139]"
1582,1582,Table Mesa Dr,080130125111013,Table Mesa Dr,"[188209767, 220748755, 220748750, 220748752, 188164139, 220755064, 220754911]"
1583,1583,W Moorhead Cir,080130125082010,W Moorhead Cir,"[188209725, 188164115, 188209723, 188209726, 188209675, 188209676, 188209673]"
1584,1584,W Moorhead Cir,080130125082005,W Moorhead Cir,"[188209725, 188209723, 188209726, 188209675, 188209676, 188209673]"
1585,1585,S Foothills Hwy,080130125082025,S Foothills Hwy,"[220748771, 220748770, 188209810, 220748769, 188191336, 188209818]"
1586,1586,Toedtli Dr,080130125091011,Toedtli Dr,"[188163964, 188163960, 188209647, 188209648, 188163946, 188163948]"
1587,1587,Toedtli Dr,080130125091018,Toedtli Dr,"[188163964, 188209647, 188209648]"
1588,1588,Toedtli Dr,080130125091005,Toedtli Dr,"[624247915, 624247916, 188163943, 188163923]"
1589,1589,Toedtli Dr,080130125091001,Toedtli Dr,"[624247915, 624247916]"
1590,1590,Genesee Ct,080130125011026,Genesee Ct,[642890796]
1591,1591,Ontario Ct,080130125011024,Ontario Ct,"[220754939, 188170870, 220754939, 188170870]"
1592,1592,Cherryvale Rd,080130125011044,Cherryvale Rd,"[188210169, 635471619, 635471618]"
1593,1593,Illini Way,080130125011024,Illini Way,"[188210320, 188210319, 220748880, 188210324, 188210320, 188210319, 220748880, 188210324]"
1594,1594,Hillside Rd,080130123001002,Hillside Rd,"[638562698, 638562699, 638562698, 638562699]"
1595,1595,28th St,080130122024025,28th St,[220756112]
1596,1596,Foundry Pl,080130122034038,Foundry Pl,[188234616]
1597,1597,Foundry Pl,080130122034011,Foundry Pl,[188234616]
1598,1598,32nd St,080130122034011,32nd St,[188234044]
1599,1599,32nd St,080130122034018,32nd St,[188234044]
1600,1600,34th St,080130122031023,34th St,"[220756199, 220750850, 188193684]"
1601,1601,34th St,080130122031022,34th St,"[220756199, 220755942]"
1602,1602,Kings Ridge Blvd,080130122032021,Kings Ridge Blvd,"[188234307, 188219076, 220760494, 188219075]"
1603,1603,Kings Ridge Blvd,080130122032017,Kings Ridge Blvd,"[188234307, 188184402]"
1604,1604,Null,080130122032021,Null,"[633732152, 608671268, 608671269, 633732152, 608671268, 608671269, 633732148]"
1605,1605,47th St,080130122032018,47th St,"[188234809, 639811990, 608671259, 188201553, 220758993, 608671271, 188234306, 188218869, 608671270, 220750855]"
1606,1606,Berthoud Dr,080130122032035,Berthoud Dr,"[188163047, 220758995]"
1607,1607,Berthoud Dr,080130122032040,Berthoud Dr,[188163047]
1608,1608,61st St,080130127071021,61st St,"[188219119, 220759031, 188219120]"
1609,1609,61st St,080130127071111,61st St,"[188219119, 220759031, 188219120]"
1610,1610,Grasmere Dr,080130127091008,Grasmere Dr,"[188236143, 188161914, 188220536, 188161913, 188236143, 188220535]"
1611,1611,Grasmere Dr,080130127091013,Grasmere Dr,[188161914]
1612,1612,Kincross Way,080130127091008,Kincross Way,"[188165188, 188165196, 188165192, 188165190]"
1613,1613,Kincross Way,080130127091009,Kincross Way,[188165188]
1614,1614,Kincross Way,080130127091020,Kincross Way,[188165196]
1615,1615,N 95th St,080130127072000,N 95th St,[188235068]
1616,1616,N 95th St,080130128005034,N 95th St,[188235068]
1617,1617,S Boulder Rd,080130125011024,S Boulder Rd,"[188210251, 220748867, 220748866]"
1618,1618,S Boulder Rd,080130125011033,S Boulder Rd,"[188210251, 220748867, 220748866, 220754990, 643537375]"
1619,1619,S Boulder Rd,080130127103003,S Boulder Rd,[188210406]
1620,1620,S Boulder Rd,080130127103007,S Boulder Rd,"[188210406, 188229829]"
1621,1621,S 68th St,080130127103054,S 68th St,[220748901]
1622,1622,S 68th St,080130127103057,S 68th St,[220748901]
1623,1623,Barcelona Dr,080130127103038,Barcelona Dr,"[188164830, 220748921, 188164837]"
1624,1624,Barcelona Dr,080130127103035,Barcelona Dr,"[188164830, 220748921, 188164837]"
1625,1625,Coronado Ct,080130127103034,Coronado Ct,"[188210546, 188210546, 188210545]"
1626,1626,S Boulder Rd,080130127103038,S Boulder Rd,"[220755011, 188229905]"
1627,1627,Woodbourne Hollow Rd,080130127071025,Woodbourne Hollow Rd,[220751775]
1628,1628,Woodbourne Hollow Rd,080130127071021,Woodbourne Hollow Rd,"[220751775, 188205642, 637447965, 639811637, 637447965]"
1629,1629,Valmont Rd,080130127071053,Valmont Rd,"[639030508, 188164289, 220751784, 188235002, 188219203, 188174799, 220761154, 220751112, 188217040, 220761155]"
1630,1630,Valmont Rd,080130127071058,Valmont Rd,[188174799]
1631,1631,Valmont Rd,080130127071055,Valmont Rd,"[220761154, 188217040, 220761155]"
1632,1632,Valmont Rd,080130127071077,Valmont Rd,"[220751112, 188216706, 188216705, 188216703, 647475665]"
1633,1633,N 95th St,080130127072005,N 95th St,"[188235063, 220759059, 220751808]"
1634,1634,Ibm Plant,080130127012063,Ibm Plant,"[188239710, 220756565, 220756980, 188242100, 188239710, 220756562, 188242131, 188242130]"
1635,1635,Ibm Plant,080130127012062,Ibm Plant,"[188242233, 188242131, 188242129, 188242128, 188242130, 188242132, 220756565, 188237841, 188239914]"
1636,1636,Table Mesa Dr,080130125081000,Table Mesa Dr,"[639813528, 220754909, 220754799]"
1637,1637,Table Mesa Dr,080130125081001,Table Mesa Dr,"[220754909, 220754799]"
1638,1638,Tantra Dr,080130125082009,Tantra Dr,"[188229593, 188229594, 188209666, 188164072, 188164065, 639030191]"
1639,1639,Tantra Dr,080130125081001,Tantra Dr,"[188209666, 188164071, 639030191]"
1640,1640,N Foothills Hwy,080130127012134,N Foothills Hwy,"[188158576, 220751980, 639028530]"
1641,1641,N Foothills Hwy,080130127012118,N Foothills Hwy,[639028530]
1642,1642,Gillaspie Dr,080130125101004,Gillaspie Dr,"[188229487, 647473120, 188163995, 188163987, 188228976, 220754895, 188229487, 188228976, 220754895]"
1643,1643,S Boulder Rd,080130125011029,S Boulder Rd,"[188210042, 188210041]"
1644,1644,S Boulder Rd,080130125011037,S Boulder Rd,"[188210042, 220748837, 188210041, 188210183, 188230284, 220754989, 188229804, 188229807]"
1645,1645,S Boulder Rd,080130125011032,S Boulder Rd,"[188210040, 188210035, 188210037, 188210039, 644191094, 643537376, 188230282, 188230283]"
1646,1646,Denver Boulder Tpke,080130606001007,Denver Boulder Tpke,"[188230280, 188229798, 220748882, 220754984, 220748885, 188210379, 220754986, 188230279, 220748844, 220748883, 220754987, 633731255]"
1647,1647,Denver Boulder Tpke,080130606001009,Denver Boulder Tpke,"[188230280, 220754984, 188230279, 220754987]"
1648,1648,Merry Ln,080130606001012,Merry Ln,"[188210245, 188210246, 188210245, 188210246]"
1649,1649,55th St,080130125011032,55th St,[220754941]
1650,1650,55th St,080130125011037,55th St,[220754941]
1651,1651,S Boulder Rd,080130127103008,S Boulder Rd,"[188229829, 188230322]"
1652,1652,Utica Ave,080130121041017,Utica Ave,"[220756356, 188235388, 188219667, 188158605, 220756356, 188235388, 188219667, 188158605]"
1653,1653,Lee Hill Dr,080130121041002,Lee Hill Dr,"[220759147, 628045821, 628045822]"
1654,1654,Lee Hill Dr,080130137011032,Lee Hill Dr,"[220759147, 643562992, 643562991, 628045822]"
1655,1655,Lee Hill Dr,080130137011048,Lee Hill Dr,[628045821]
1656,1656,Broadway St,080130121052007,Broadway St,"[220759194, 220760547, 624607317]"
1657,1657,19th St,080130121052004,19th St,"[188219723, 188219724]"
1658,1658,19th St,080130121052001,19th St,"[188219723, 188219724]"
1659,1659,Avocado Rd,080130121052004,Avocado Rd,"[188158731, 188158750, 188158764]"
1660,1660,Avocado Rd,080130121052009,Avocado Rd,"[188158764, 188158763]"
1661,1661,Upland Ave,080130121052017,Upland Ave,"[220759207, 188158778, 647462565, 220751971]"
1662,1662,13th St,080130121052016,13th St,"[220751968, 188235469]"
1663,1663,13th St,080130121052015,13th St,"[220751968, 188235469]"
1664,1664,Violet Ave,080130121052012,Violet Ave,"[188196236, 220759222, 642890070]"
1665,1665,Violet Ave,080130121032002,Violet Ave,[188196236]
1666,1666,26th St,080130127012129,26th St,"[220760549, 220752036]"
1667,1667,26th St,080130127012127,26th St,"[220760549, 220752036, 188184345, 188160765]"
1668,1668,Jay Rd,080130127013000,Jay Rd,"[220752042, 220760551, 220761009, 188219998, 188219997]"
1669,1669,Jay Rd,080130127013003,Jay Rd,[220752042]
1670,1670,Spine Rd,080130127053004,Spine Rd,"[220752091, 642890905]"
1671,1671,Spine Rd,080130127053005,Spine Rd,"[220752091, 642890905]"
1672,1672,Gunbarrel Ave,080130127053021,Gunbarrel Ave,"[188220070, 188192785, 188220069, 220752167, 220752084]"
1673,1673,Gunbarrel Ave,080130127053033,Gunbarrel Ave,"[188220070, 220752084]"
1674,1674,Aurora Ave,080130126071001,Aurora Ave,"[608791154, 608791290, 608791291]"
1675,1675,Aurora Ave,080130126072000,Aurora Ave,"[608791154, 608791290, 608791291]"
1676,1676,Madison Ave,080130126074000,Madison Ave,"[188227170, 188227169, 608791215, 608791216]"
1677,1677,Madison Ave,080130126074001,Madison Ave,"[608791215, 608791216]"
1678,1678,Pima Ct,080130125111025,Pima Ct,"[608813015, 608813016, 608813015, 608813016]"
1679,1679,Qualla Dr,080130125111025,Qualla Dr,"[188199300, 220748806, 188199300, 220748806]"
1680,1680,34th St,080130122033003,34th St,"[220751709, 220751721, 188162255, 188218894]"
1681,1681,34th St,080130122031021,34th St,"[220751709, 220751721, 188218894]"
1682,1682,30th St,080130122033005,30th St,"[220751628, 188185889]"
1683,1683,Mobile Home Park,080130122031026,Mobile Home Park,"[608828559, 220760476, 188233376]"
1684,1684,Mobile Home Park,080130122031031,Mobile Home Park,"[608828559, 608828560, 220751632, 220751631, 220758920]"
1685,1685,Juniper Ave,080130121033011,Juniper Ave,"[641287916, 641287914, 641287915, 641287916, 641287914, 641287915]"
1686,1686,Hazelwood Ct,080130121033008,Hazelwood Ct,[188170783]
1687,1687,Redstone Ln,080130125103011,Redstone Ln,"[639813495, 188207717, 642890304, 647463595, 639813495, 188207717]"
1688,1688,Redstone Ln,080130125103018,Redstone Ln,[647463595]
1689,1689,Colorado Ave,080130126051014,Colorado Ave,"[611135006, 611135005]"
1690,1690,Colorado Ave,080130126074000,Colorado Ave,"[611135006, 611135005, 608791219, 608791218]"
1691,1691,Tyler Rd,080130121022000,Tyler Rd,[188159653]
1692,1692,Tyler Rd,080130121022001,Tyler Rd,[188159653]
1693,1693,Poplar Ave,080130121042003,Poplar Ave,"[188169136, 611184704, 629303074, 188169143, 629303075]"
1694,1694,Poplar Ave,080130121042002,Poplar Ave,[188169136]
1695,1695,Boulder Canyon Dr,080130122013014,Boulder Canyon Dr,"[612834904, 612834905, 188202746]"
1696,1696,51st St,080130127012123,51st St,"[643467026, 220759394, 220760618]"
1697,1697,51st St,080130127012081,51st St,"[643467026, 643467028]"
1698,1698,Amber St,080130121032004,Amber St,"[188170752, 188170751]"
1699,1699,Amber St,080130121032019,Amber St,"[188170752, 188170751]"
1700,1700,Dartmouth Ave,080130125073000,Dartmouth Ave,"[188172417, 220748699, 188162897, 188162908, 188172419, 188172417, 220748699, 188162908, 188172419]"
1701,1701,28th St,080130121032019,28th St,"[643479494, 612835115, 643479495]"
1702,1702,28th St,080130127012128,28th St,"[643479494, 612835115, 643479495]"
1703,1703,N Fork Ct,080130127084003,N Fork Ct,"[188196716, 188196716]"
1704,1704,Fairways Dr,080130127012013,Fairways Dr,"[220752351, 220752528, 220759509, 188182874, 220752351, 188221593, 188160632, 220760660, 188221594, 188182695, 220752517, 220752520, 188182694]"
1705,1705,Fairways Dr,080130127012012,Fairways Dr,"[220759509, 188221593, 220760660, 188221594, 220752517]"
1706,1706,Airport Blvd,080130127071034,Airport Blvd,"[638556998, 638556997]"
1707,1707,Airport Blvd,080130127071035,Airport Blvd,"[638556998, 638556997]"
1708,1708,Jasmine Cir,080130121012011,Jasmine Cir,[188159242]
1709,1709,Streamside Ln,080130122012001,Streamside Ln,[188232501]
1710,1710,Streamside Ln,080130122012000,Streamside Ln,[188232501]
1711,1711,Christmas Tree Dr,080130122013053,Christmas Tree Dr,"[188159964, 188159958, 188159964]"
1712,1712,Bob-O-Link Ct,080130127071042,Bob-O-Link Ct,"[220751793, 220751793]"
1713,1713,Swallow Ln,080130127071042,Swallow Ln,"[220751788, 188169165, 188163136]"
1714,1714,Swallow Ln,080130127071023,Swallow Ln,"[188163136, 188169165]"
1715,1715,Indigo Ct,080130127052017,Indigo Ct,"[188220265, 188220266]"
1716,1716,N 73rd St,080130127012000,N 73rd St,[188161227]
1717,1717,N 73rd St,080130132131066,N 73rd St,"[188161227, 220759544]"
1718,1718,51st St,080130127012132,51st St,"[636168471, 188219991, 188235593, 188235604, 643467027, 643467028]"
1719,1719,Bugle Ct,080130127081006,Bugle Ct,"[188170977, 188170970, 188170976, 188170977, 188170970, 188170976]"
1720,1720,Sandpiper Ct,080130127081006,Sandpiper Ct,"[188184513, 188184513]"
1721,1721,Jib Ct,080130127081006,Jib Ct,"[188161604, 188161604]"
1722,1722,Fox Ridge Ct,080130127072005,Fox Ridge Ct,"[188164499, 188164499]"
1723,1723,Willow Creek Dr,080130127072005,Willow Creek Dr,"[188165531, 188164506, 188165527, 220751154, 188165530, 220751152, 188217201, 188165526]"
1724,1724,Willow Creek Dr,080130127072008,Willow Creek Dr,"[188165531, 188164506, 188165527, 220751154, 188165530, 220751152, 188165521, 188217201, 188165526, 188165521]"
1725,1725,Brook Hollow Ct,080130127072005,Brook Hollow Ct,"[220751150, 188217194, 220751150, 188217194]"
1726,1726,Twin Lakes Rd,080130127081019,Twin Lakes Rd,[188161547]
1727,1727,Heatherwood Dr,080130127091033,Heatherwood Dr,"[220752197, 647463778]"
1728,1728,Paragon Rd,080130127103036,Paragon Rd,[188164783]
1729,1729,Paragon Rd,080130127103037,Paragon Rd,[188164783]
1730,1730,Remuda Ct,080130127012102,Remuda Ct,"[188236523, 188236523]"
1731,1731,Longhorn Rd,080130127012114,Longhorn Rd,"[188236544, 188236521, 188236520, 643463628, 220752348]"
1732,1732,Longhorn Rd,080130127012117,Longhorn Rd,"[188236544, 188236543]"
1733,1733,Fairways Dr,080130127012020,Fairways Dr,"[188182874, 188160632, 188182695, 220752520, 188182694, 220752528]"
1734,1734,Pebble Beach Dr,080130127012021,Pebble Beach Dr,"[188236599, 188236598]"
1735,1735,Pebble Beach Dr,080130127012013,Pebble Beach Dr,"[188236599, 220752354, 188220955, 188236598]"
1736,1736,N 35th St,080130127011027,N 35th St,[188158443]
1737,1737,N 35th St,080130132022036,N 35th St,"[188158443, 188222309]"
1738,1738,Palmer Ct,080130127012011,Palmer Ct,"[624904528, 624904527, 624904528, 624904527]"
1739,1739,Park Cir,080130127082009,Park Cir,"[188170938, 188170937]"
1740,1740,Park Cir,080130127082011,Park Cir,"[188170938, 188170937]"
1741,1741,Snowberry Cir,080130121041025,Snowberry Cir,"[188192808, 188192808]"
1742,1742,Mapleton Ave,080130121021014,Mapleton Ave,[220750711]
1743,1743,Mapleton Ave,080130122024006,Mapleton Ave,"[220750711, 188162105]"
1744,1744,Wilderness Pl,080130122032058,Wilderness Pl,"[188162406, 220750851]"
1745,1745,Wilderness Pl,080130122032060,Wilderness Pl,"[220750851, 188162407, 188162405]"
